smiles,ri,ri_2
C(C)(C)(C)c1ccccc1,991.4285714285714,22.426765748531498
C(C)(C)c1ccccc1,922.8571428571429,21.235964027370542
O=[N+]([O-])c1ccccc1,1083.3333333333333,67.8426202805872
C(Cc1ccccc1)C,951.4285714285714,22.426765748531498
O=C(C)c1ccccc1,1063.888888888889,60.24023336632342
c1(-c2ccccc2)ccccc1,1380.6451612903227,65.19105910040349
O=C1NCCCCC1,1247.0588235294117,110.82822750916242
C(=C\c1cc2OCOc2cc1)\C,1338.7096774193549,58.09533199850349
O=C1c2c(C(=O)C=C1)cccc2,1410.0,102.29648341284441
O=[N+]([O-])c1c2c([n+]([O-])cc1)cccc2,1969.5652173913043,172.71227089089686
Nc1ccc(-c2ccccc2)cc1,1746.1538461538462,116.25329025240028
N(=Nc1ccccc1)c1ccc(N(C)C)cc1,2220.0,111.41934770996096
Nc1c(C)cc(-c2cc(C)c(N)cc2)cc1,2320.0,157.35783188630393
Nc1c2c(ccc1)cccc2,1534.4827586206898,116.07579306098346
Nc1cc2c(cc1)cccc2,1548.2758620689656,116.93809775561726
O=NN(CCCC)CCCC,1258.8235294117646,36.134605823006986
Oc1c(-n2nc3c(n2)cccc3)cc(C)cc1,2060.8695652173915,91.78233700817827
O=C(OCC=C)c1c(C(=O)OCC=C)cccc1,1734.6153846153845,74.16557386410216
O=C(OCc1ccccc1)c1c(C(=O)OCc2ccccc2)cccc1,2747.0588235294117,136.8565847378719
O=C(OC(C)C)c1c(C(=O)OC(C)C)cccc1,1648.148148148148,56.16247253413797
O=C(OCCCCCCC)c1c(C(=O)OCCCCCCC)cccc1,2527.777777777778,46.81063617767478
O=C(OC1CCCCC1)c1c(C(=O)OC2CCCCC2)cccc1,2500.0,95.62799377434303
O=C(OCCOCC)c1c(C(=O)OCCOCC)cccc1,2095.6521739130435,76.41984427213791
O=C(OCC(CCCC)CC)c1c(C(=O)OCC(CCCC)CC)cccc1,2527.777777777778,40.79047192069436
O=C(OCCCCCC)c1c(C(=O)OCCCCCC)cccc1,2335.0,49.38850138515102
O=C(OC)c1c(C(=O)OC)cccc1,1446.6666666666667,81.75074334607275
O=C(OCCOC)c1c(C(=O)OCCOC)cccc1,1986.9565217391305,89.69843399614659
O=C(OCCCCCCCC)c1c(C(=O)OCCCCCCCC)cccc1,2717.6470588235293,44.837965461492274
O=C(OCCCCC)c1c(C(=O)OCCCCC)cccc1,2138.095238095238,54.291737731449906
Oc1c(C)cc(C)cc1,1145.7142857142858,47.16897928820932
Oc1c(C)cccc1C,1105.7142857142858,48.09515840466785
Oc1c(C)cccc1,1052.7777777777778,46.038820247292676
Oc1ccc(C)cc1,1072.2222222222222,46.69486378811745
S=P(SCN1C(=O)c2c(N=N1)cccc2)(OCC)OCC,2622.222222222222,145.77030205150058
S=P(SCN1C(=O)c2c(N=N1)cccc2)(OC)OC,2544.4444444444443,167.56123848595539
S=P(OCC)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,2452.6315789473683,110.09344918534664
S=P(SCN1C(=O)c2c(C1=O)cccc2)(OC)OC,2447.3684210526317,156.41459157559487
S=P(OC)(OC)Oc1nc(N(CC)CC)nc(C)c1,1934.7826086956522,70.61109046565343
S=P(OCC)(OCC)Oc1nn2c(N=C(C)C(C(=O)OCC)=C2)c1,2605.5555555555557,89.35055754056856
P(=O)(OCCC)(OCCC)OCCC,1377.4193548387098,38.39161821449059
P(=O)(OC(C)C)(OC(C)C)OC(C)C,1188.5714285714287,28.149229575221696
P(=O)(OCCCC)(OCCCC)OCCCC,1640.7407407407406,33.05944901803357
P(=O)(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,2385.0,120.93583813157231
P(=O)(OCC(CCCC)CC)(Oc1ccccc1)Oc1ccccc1,2410.5263157894738,68.97597104151671
P(=O)(OCC(CCCC)CC)(OCC(CCCC)CC)OCC(CCCC)CC,2452.6315789473683,15.623179306576748
P(=O)(OCCOCCCC)(OCCOCCCC)OCCOCCCC,2395.0,40.775035602086696
P(=O)(Oc1cc(C)ccc1)(Oc1cc(C)ccc1)Oc1cc(C)ccc1,2729.4117647058824,105.91130602325757
P(=O)(Oc1c(C)cccc1)(Oc1c(C)cccc1)Oc1c(C)cccc1,2516.6666666666665,101.99547519999544
P(=O)(OCCCC)(OCCCC)Oc1ccccc1,1866.6666666666667,57.19156044131412
P(=O)(OCCCC)(Oc1ccccc1)Oc1ccccc1,2119.0476190476193,85.9582427608415
P(=O)(OCC(C)C)(OCC(C)C)OCC(C)C,1510.344827586207,25.88510944447024
O=C(OCCC)c1ccc(O)cc1,1618.5185185185185,70.72406642068037
Oc1cc(O)ccc1,1279.4117647058824,77.11122158573467
O=C(O[C@@H]1C(=O)[C@H]2[C@](C)([C@H](C(=O)OC)C1)CC[C@H]1C(=O)O[C@H](c3cocc3)C[C@]21C)C,3228.5714285714284,131.08742280446955
O=C(OCC)[C@@H](N[C@H](C(=O)N1[C@H](C(=O)O)C[C@H]2[C@@H]1CCC2)C)CCc1ccccc1,3066.6666666666665,131.82616090926385
O=C(C(CC(N(C)C)C)(c1ccccc1)c1ccccc1)CC,2171.4285714285716,60.46626517450677
O[C@]1(C#C)[C@]2(CC)[C@H]([C@H]3[C@H](C(=C)C2)[C@@H]2C(=CCCC2)CC3)CC1,2442.1052631578946,72.60756810341988
O[C@@H]1C/C(=C/C=C\2/[C@H]3[C@@](C)([C@@H]([C@@H](CCCC(C)C)C)CC3)CCC/2)/C(=C)CC1,3060.0,59.18284554169995
